Created from ECC_para_cor_17171717.fits at 2026-05-29 21:39:16.745455
 Channel energy edges obtained from elut_creator.py
Offset (ADC),Gain (keV/ADC),Pixel,Detector,ADC Edge #0 - 4 keV,ADC Edge #1 - 5 keV,ADC Edge #2 - 6 keV,ADC Edge #3 - 7 keV,ADC Edge #4 - 8 keV,ADC Edge #5 - 9 keV,ADC Edge #6 - 10 keV,ADC Edge #7 - 11 keV,ADC Edge #8 - 12 keV,ADC Edge #9 - 13 keV,ADC Edge #10 - 14 keV,ADC Edge #11 - 15 keV,ADC Edge #12 - 16 keV,ADC Edge #13 - 18 keV,ADC Edge #14 - 20 keV,ADC Edge #15 - 22 keV,ADC Edge #16 - 25 keV,ADC Edge #17 - 28 keV,ADC Edge #18 - 32 keV,ADC Edge #19 - 36 keV,ADC Edge #20 - 40 keV,ADC Edge #21 - 45 keV,ADC Edge #22 - 50 keV,ADC Edge #23 - 56 keV,ADC Edge #24 - 63 keV,ADC Edge #25 - 70 keV,ADC Edge #26 - 76 keV,ADC Edge #27 - 84 keV,ADC Edge #28 - 100 keV,ADC Edge #29 - 120 keV,ADC Edge #30 - 150 keV
910.5394,0.11013888,9,19,947,956,965,974,983,992,1001,1010,1019,1029,1038,1047,1056,1074,1092,1110,1138,1165,1201,1237,1274,1319,1365,1419,1483,1546,1601,1673,1818,2000,2272
919.1779,0.109717034,10,19,956,965,974,983,992,1001,1010,1019,1029,1038,1047,1056,1065,1083,1101,1120,1147,1174,1211,1247,1284,1329,1375,1430,1493,1557,1612,1685,1831,2013,2286
911.7053,0.11095649,11,19,948,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1056,1074,1092,1110,1137,1164,1200,1236,1272,1317,1362,1416,1479,1543,1597,1669,1813,1993,2264
896.3232,0.10962879,0,20,933,942,951,960,969,978,988,997,1006,1015,1024,1033,1042,1061,1079,1097,1124,1152,1188,1225,1261,1307,1352,1407,1471,1535,1590,1663,1808,1991,2265
896.22144,0.10905369,1,20,933,942,951,960,970,979,988,997,1006,1015,1025,1034,1043,1061,1080,1098,1125,1153,1190,1226,1263,1309,1355,1410,1474,1538,1593,1666,1813,1997,2272
897.61115,0.109526396,2,20,934,943,952,962,971,980,989,998,1007,1016,1025,1035,1044,1062,1080,1098,1126,1153,1190,1226,1263,1308,1354,1409,1473,1537,1592,1665,1811,1993,2267
890.26196,0.10988617,3,20,927,936,945,954,963,972,981,990,999,1009,1018,1027,1036,1054,1072,1090,1118,1145,1181,1218,1254,1300,1345,1400,1464,1527,1582,1655,1800,1982,2255
884.07056,0.10991722,4,20,920,930,939,948,957,966,975,984,993,1002,1011,1021,1030,1048,1066,1084,1112,1139,1175,1212,1248,1293,1339,1394,1457,1521,1576,1648,1794,1976,2249
905.3443,0.10948195,5,20,942,951,960,969,978,988,997,1006,1015,1024,1033,1042,1051,1070,1088,1106,1134,1161,1198,1234,1271,1316,1362,1417,1481,1545,1600,1673,1819,2001,2275
899.6016,0.11036802,6,20,936,945,954,963,972,981,990,999,1008,1017,1026,1036,1045,1063,1081,1099,1126,1153,1190,1226,1262,1307,1353,1407,1470,1534,1588,1661,1806,1987,2259
898.6271,0.10953719,7,20,935,944,953,963,972,981,990,999,1008,1017,1026,1036,1045,1063,1081,1099,1127,1154,1191,1227,1264,1309,1355,1410,1474,1538,1592,1665,1812,1994,2268
899.5532,0.10954063,8,20,936,945,954,963,973,982,991,1000,1009,1018,1027,1036,1046,1064,1082,1100,1128,1155,1192,1228,1265,1310,1356,1411,1475,1539,1593,1666,1812,1995,2269
894.85974,0.10957658,9,20,931,940,950,959,968,977,986,995,1004,1013,1023,1032,1041,1059,1077,1096,1123,1150,1187,1223,1260,1306,1351,1406,1470,1534,1588,1661,1807,1990,2264
903.835,0.10956169,10,20,940,949,959,968,977,986,995,1004,1013,1022,1032,1041,1050,1068,1086,1105,1132,1159,1196,1232,1269,1315,1360,1415,1479,1543,1598,1671,1817,1999,2273
890.6328,0.10943489,11,20,927,936,945,955,964,973,982,991,1000,1009,1019,1028,1037,1055,1073,1092,1119,1146,1183,1220,1256,1302,1348,1402,1466,1530,1585,1658,1804,1987,2261
881.4236,0.109971665,0,21,918,927,936,945,954,963,972,981,991,1000,1009,1018,1027,1045,1063,1081,1109,1136,1172,1209,1245,1291,1336,1391,1454,1518,1573,1645,1791,1973,2245
889.2301,0.110185854,1,21,926,935,944,953,962,971,980,989,998,1007,1016,1025,1034,1053,1071,1089,1116,1143,1180,1216,1252,1298,1343,1397,1461,1525,1579,1652,1797,1978,2251
893.67163,0.109824754,2,21,930,939,948,957,967,976,985,994,1003,1012,1021,1030,1039,1058,1076,1094,1121,1149,1185,1221,1258,1303,1349,1404,1467,1531,1586,1659,1804,1986,2259
893.5447,0.109468594,3,21,930,939,948,957,967,976,985,994,1003,1012,1021,1031,1040,1058,1076,1095,1122,1149,1186,1222,1259,1305,1350,1405,1469,1533,1588,1661,1807,1990,2264
882.9508,0.10967024,4,21,919,929,938,947,956,965,974,983,992,1001,1011,1020,1029,1047,1065,1084,1111,1138,1175,1211,1248,1293,1339,1394,1457,1521,1576,1649,1795,1977,2251
890.65533,0.11038403,5,21,927,936,945,954,963,972,981,990,999,1008,1017,1027,1036,1054,1072,1090,1117,1144,1181,1217,1253,1298,1344,1398,1461,1525,1579,1652,1797,1978,2250
889.5421,0.10954368,6,21,926,935,944,953,963,972,981,990,999,1008,1017,1026,1036,1054,1072,1090,1118,1145,1182,1218,1255,1300,1346,1401,1465,1529,1583,1656,1802,1985,2259
892.6735,0.10981348,7,21,929,938,947,956,966,975,984,993,1002,1011,1020,1029,1038,1057,1075,1093,1120,1148,1184,1221,1257,1302,1348,1403,1466,1530,1585,1658,1803,1985,2259
875.19147,0.11004891,8,21,912,921,930,939,948,957,966,975,984,993,1002,1011,1021,1039,1057,1075,1102,1130,1166,1202,1239,1284,1330,1384,1448,1511,1566,1638,1784,1966,2238
895.4991,0.1108355,9,21,932,941,950,959,968,977,986,995,1004,1013,1022,1031,1040,1058,1076,1094,1121,1148,1184,1220,1256,1302,1347,1401,1464,1527,1581,1653,1798,1978,2249
886.1988,0.10974625,10,21,923,932,941,950,959,968,977,986,996,1005,1014,1023,1032,1050,1068,1087,1114,1141,1178,1214,1251,1296,1342,1396,1460,1524,1579,1652,1797,1980,2253
888.219,0.11015382,11,21,925,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1052,1070,1088,1115,1142,1179,1215,1251,1297,1342,1397,1460,1524,1578,1651,1796,1978,2250
918.0239,0.10994584,0,22,954,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1064,1082,1100,1118,1145,1173,1209,1245,1282,1327,1373,1427,1491,1555,1609,1682,1828,2009,2282
916.6502,0.11044504,1,22,953,962,971,980,989,998,1007,1016,1025,1034,1043,1052,1062,1080,1098,1116,1143,1170,1206,1243,1279,1324,1369,1424,1487,1550,1605,1677,1822,2003,2275
911.8057,0.11022929,2,22,948,957,966,975,984,993,1003,1012,1021,1030,1039,1048,1057,1075,1093,1111,1139,1166,1202,1238,1275,1320,1365,1420,1483,1547,1601,1674,1819,2000,2273
917.3081,0.110715896,3,22,953,962,972,981,990,999,1008,1017,1026,1035,1044,1053,1062,1080,1098,1116,1143,1170,1206,1242,1279,1324,1369,1423,1486,1550,1604,1676,1821,2001,2272
918.12354,0.1095772,4,22,955,964,973,982,991,1000,1009,1019,1028,1037,1046,1055,1064,1082,1101,1119,1146,1174,1210,1247,1283,1329,1374,1429,1493,1557,1612,1685,1831,2013,2287
922.8099,0.11078977,5,22,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1067,1085,1103,1121,1148,1176,1212,1248,1284,1329,1374,1428,1491,1555,1609,1681,1825,2006,2277
929.26874,0.110452846,6,22,965,975,984,993,1002,1011,1020,1029,1038,1047,1056,1065,1074,1092,1110,1128,1156,1183,1219,1255,1291,1337,1382,1436,1500,1563,1617,1690,1835,2016,2287
923.03705,0.10906415,7,22,960,969,978,987,996,1006,1015,1024,1033,1042,1051,1061,1070,1088,1106,1125,1152,1180,1216,1253,1290,1336,1381,1436,1501,1565,1620,1693,1840,2023,2298
916.0264,0.11074368,8,22,952,961,970,979,988,997,1006,1015,1024,1033,1042,1051,1061,1079,1097,1115,1142,1169,1205,1241,1277,1322,1368,1422,1485,1548,1602,1675,1819,2000,2271
921.7544,0.110132955,9,22,958,967,976,985,994,1003,1013,1022,1031,1040,1049,1058,1067,1085,1103,1122,1149,1176,1212,1249,1285,1330,1376,1430,1494,1557,1612,1684,1830,2011,2284
918.17487,0.10962847,10,22,955,964,973,982,991,1000,1009,1019,1028,1037,1046,1055,1064,1082,1101,1119,1146,1174,1210,1247,1283,1329,1374,1429,1493,1557,1611,1684,1830,2013,2286
914.7148,0.11086051,11,22,951,960,969,978,987,996,1005,1014,1023,1032,1041,1050,1059,1077,1095,1113,1140,1167,1203,1239,1276,1321,1366,1420,1483,1546,1600,1672,1817,1997,2268
918.46967,0.11103984,0,23,954,963,973,982,991,1000,1009,1018,1027,1036,1045,1054,1063,1081,1099,1117,1144,1171,1207,1243,1279,1324,1369,1423,1486,1549,1603,1675,1819,1999,2269
905.463,0.110791504,1,23,942,951,960,969,978,987,996,1005,1014,1023,1032,1041,1050,1068,1086,1104,1131,1158,1194,1230,1267,1312,1357,1411,1474,1537,1591,1664,1808,1989,2259
919.0299,0.111243464,2,23,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1063,1081,1099,1117,1144,1171,1207,1243,1279,1324,1368,1422,1485,1548,1602,1674,1818,1998,2267
918.87787,0.11061443,3,23,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1064,1082,1100,1118,1145,1172,1208,1244,1280,1326,1371,1425,1488,1552,1606,1678,1823,2004,2275
918.83655,0.11065794,4,23,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1063,1082,1100,1118,1145,1172,1208,1244,1280,1325,1371,1425,1488,1551,1606,1678,1823,2003,2274
915.6508,0.11093573,5,23,952,961,970,979,988,997,1006,1015,1024,1033,1042,1051,1060,1078,1096,1114,1141,1168,1204,1240,1276,1321,1366,1420,1484,1547,1601,1673,1817,1997,2268
923.39056,0.11171875,6,23,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1067,1085,1102,1120,1147,1174,1210,1246,1281,1326,1371,1425,1487,1550,1604,1675,1818,1998,2266
917.3697,0.11051333,7,23,954,963,972,981,990,999,1008,1017,1026,1035,1044,1053,1062,1080,1098,1116,1144,1171,1207,1243,1279,1325,1370,1424,1487,1551,1605,1677,1822,2003,2275
922.3448,0.11044854,8,23,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1067,1085,1103,1122,1149,1176,1212,1248,1285,1330,1375,1429,1493,1556,1610,1683,1828,2009,2280
931.32684,0.109889746,9,23,968,977,986,995,1004,1013,1022,1031,1041,1050,1059,1068,1077,1095,1113,1132,1159,1186,1223,1259,1295,1341,1386,1441,1505,1568,1623,1696,1841,2023,2296
914.0863,0.110893525,10,23,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1076,1094,1112,1140,1167,1203,1239,1275,1320,1365,1419,1482,1545,1599,1672,1816,1996,2267
916.06036,0.11162325,11,23,952,961,970,979,988,997,1006,1015,1024,1033,1041,1050,1059,1077,1095,1113,1140,1167,1203,1239,1274,1319,1364,1418,1480,1543,1597,1669,1812,1991,2260
913.64014,0.110139966,0,24,950,959,968,977,986,995,1004,1014,1023,1032,1041,1050,1059,1077,1095,1113,1141,1168,1204,1240,1277,1322,1368,1422,1486,1549,1604,1676,1822,2003,2276
905.6197,0.11095981,1,24,942,951,960,969,978,987,996,1005,1014,1023,1032,1041,1050,1068,1086,1104,1131,1158,1194,1230,1266,1311,1356,1410,1473,1536,1591,1663,1807,1987,2257
911.92316,0.11099309,2,24,948,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1056,1074,1092,1110,1137,1164,1200,1236,1272,1317,1362,1416,1480,1543,1597,1669,1813,1993,2263
903.20386,0.11018315,3,24,940,949,958,967,976,985,994,1003,1012,1021,1030,1039,1048,1067,1085,1103,1130,1157,1194,1230,1266,1312,1357,1411,1475,1539,1593,1666,1811,1992,2265
903.57874,0.11064158,4,24,940,949,958,967,976,985,994,1003,1012,1021,1030,1039,1048,1066,1084,1102,1130,1157,1193,1229,1265,1310,1355,1410,1473,1536,1590,1663,1807,1988,2259
897.4777,0.11071312,5,24,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1042,1060,1078,1096,1123,1150,1187,1223,1259,1304,1349,1403,1467,1530,1584,1656,1801,1981,2252
900.93,0.11120488,6,24,937,946,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1063,1081,1099,1126,1153,1189,1225,1261,1306,1351,1405,1467,1530,1584,1656,1800,1980,2250
911.2462,0.111203834,7,24,947,956,965,974,983,992,1001,1010,1019,1028,1037,1046,1055,1073,1091,1109,1136,1163,1199,1235,1271,1316,1361,1415,1478,1541,1595,1667,1810,1990,2260
912.75635,0.11117151,8,24,949,958,967,976,985,994,1003,1012,1021,1030,1039,1048,1057,1075,1093,1111,1138,1165,1201,1237,1273,1318,1363,1416,1479,1542,1596,1668,1812,1992,2262
917.91815,0.1098132,9,24,954,963,973,982,991,1000,1009,1018,1027,1036,1045,1055,1064,1082,1100,1118,1146,1173,1209,1246,1282,1328,1373,1428,1492,1555,1610,1683,1829,2011,2284
903.47,0.110212356,10,24,940,949,958,967,976,985,994,1003,1012,1021,1030,1040,1049,1067,1085,1103,1130,1158,1194,1230,1266,1312,1357,1412,1475,1539,1593,1666,1811,1992,2264
910.0699,0.11125364,11,24,946,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1072,1090,1108,1135,1162,1198,1234,1270,1315,1359,1413,1476,1539,1593,1665,1809,1989,2258
895.62805,0.108358234,0,25,933,942,951,960,969,979,988,997,1006,1016,1025,1034,1043,1062,1080,1099,1126,1154,1191,1228,1265,1311,1357,1412,1477,1542,1597,1671,1818,2003,2280
891.1644,0.10898505,1,25,928,937,946,955,965,974,983,992,1001,1010,1020,1029,1038,1056,1075,1093,1121,1148,1185,1221,1258,1304,1350,1405,1469,1533,1589,1662,1809,1992,2268
899.5139,0.10967706,2,25,936,945,954,963,972,982,991,1000,1009,1018,1027,1036,1045,1064,1082,1100,1127,1155,1191,1228,1264,1310,1355,1410,1474,1538,1592,1665,1811,1994,2267
889.8296,0.10816309,3,25,927,936,945,955,964,973,982,992,1001,1010,1019,1029,1038,1056,1075,1093,1121,1149,1186,1223,1260,1306,1352,1408,1472,1537,1592,1666,1814,1999,2277
901.13965,0.10889935,4,25,938,947,956,965,975,984,993,1002,1011,1021,1030,1039,1048,1066,1085,1103,1131,1158,1195,1232,1268,1314,1360,1415,1480,1544,1599,1672,1819,2003,2279
895.4688,0.107882604,5,25,933,942,951,960,970,979,988,997,1007,1016,1025,1035,1044,1062,1081,1099,1127,1155,1192,1229,1266,1313,1359,1415,1479,1544,1600,1674,1822,2008,2286
896.534,0.1085712,6,25,933,943,952,961,970,979,989,998,1007,1016,1025,1035,1044,1062,1081,1099,1127,1154,1191,1228,1265,1311,1357,1412,1477,1541,1597,1670,1818,2002,2278
887.7771,0.10808089,7,25,925,934,943,953,962,971,980,990,999,1008,1017,1027,1036,1054,1073,1091,1119,1147,1184,1221,1258,1304,1350,1406,1471,1535,1591,1665,1813,1998,2276
875.6945,0.10762252,8,25,913,922,931,941,950,959,969,978,987,996,1006,1015,1024,1043,1062,1080,1108,1136,1173,1210,1247,1294,1340,1396,1461,1526,1582,1656,1805,1991,2269
886.9342,0.10743525,9,25,924,933,943,952,961,971,980,989,999,1008,1017,1027,1036,1054,1073,1092,1120,1148,1185,1222,1259,1306,1352,1408,1473,1538,1594,1669,1818,2004,2283
880.7055,0.10757032,10,25,918,927,936,946,955,964,974,983,992,1002,1011,1020,1029,1048,1067,1085,1113,1141,1178,1215,1253,1299,1346,1401,1466,1531,1587,1662,1810,1996,2275
883.233,0.10791574,11,25,920,930,939,948,957,967,976,985,994,1004,1013,1022,1031,1050,1069,1087,1115,1143,1180,1217,1254,1300,1347,1402,1467,1532,1587,1662,1810,1995,2273
904.0943,0.110480286,0,26,940,949,958,967,977,986,995,1004,1013,1022,1031,1040,1049,1067,1085,1103,1130,1158,1194,1230,1266,1311,1357,1411,1474,1538,1592,1664,1809,1990,2262
895.4884,0.109739274,1,26,932,941,950,959,968,978,987,996,1005,1014,1023,1032,1041,1060,1078,1096,1123,1151,1187,1224,1260,1306,1351,1406,1470,1533,1588,1661,1807,1989,2262
895.73724,0.11048323,2,26,932,941,950,959,968,977,986,995,1004,1013,1022,1032,1041,1059,1077,1095,1122,1149,1185,1222,1258,1303,1348,1403,1466,1529,1584,1656,1801,1982,2253
894.98926,0.11035846,3,26,931,940,949,958,967,977,986,995,1004,1013,1022,1031,1040,1058,1076,1094,1122,1149,1185,1221,1257,1303,1348,1402,1466,1529,1584,1656,1801,1982,2254
894.08203,0.11065405,4,26,930,939,948,957,966,975,984,993,1003,1012,1021,1030,1039,1057,1075,1093,1120,1147,1183,1219,1256,1301,1346,1400,1463,1527,1581,1653,1798,1979,2250
893.6673,0.11039635,5,26,930,939,948,957,966,975,984,993,1002,1011,1020,1030,1039,1057,1075,1093,1120,1147,1184,1220,1256,1301,1347,1401,1464,1528,1582,1655,1799,1981,2252
887.0015,0.11044515,6,26,923,932,941,950,959,968,978,987,996,1005,1014,1023,1032,1050,1068,1086,1113,1141,1177,1213,1249,1294,1340,1394,1457,1521,1575,1648,1792,1974,2245
898.2872,0.11024568,7,26,935,944,953,962,971,980,989,998,1007,1016,1025,1034,1043,1062,1080,1098,1125,1152,1189,1225,1261,1306,1352,1406,1470,1533,1588,1660,1805,1987,2259
902.45013,0.1100295,8,26,939,948,957,966,975,984,993,1002,1012,1021,1030,1039,1048,1066,1084,1102,1130,1157,1193,1230,1266,1311,1357,1411,1475,1539,1593,1666,1811,1993,2266
885.5449,0.109731056,9,26,922,931,940,949,958,968,977,986,995,1004,1013,1022,1031,1050,1068,1086,1113,1141,1177,1214,1250,1296,1341,1396,1460,1523,1578,1651,1797,1979,2253
901.31934,0.11058873,10,26,937,947,956,965,974,983,992,1001,1010,1019,1028,1037,1046,1064,1082,1100,1127,1155,1191,1227,1263,1308,1353,1408,1471,1534,1589,1661,1806,1986,2258
898.0955,0.11123439,11,26,934,943,952,961,970,979,988,997,1006,1015,1024,1033,1042,1060,1078,1096,1123,1150,1186,1222,1258,1303,1348,1402,1464,1527,1581,1653,1797,1977,2247
893.6087,0.10991409,0,27,930,939,948,957,966,975,985,994,1003,1012,1021,1030,1039,1057,1076,1094,1121,1148,1185,1221,1258,1303,1349,1403,1467,1530,1585,1658,1803,1985,2258
895.5756,0.110717945,1,27,932,941,950,959,968,977,986,995,1004,1013,1022,1031,1040,1058,1076,1094,1121,1148,1185,1221,1257,1302,1347,1401,1465,1528,1582,1654,1799,1979,2250
898.7805,0.11057379,2,27,935,944,953,962,971,980,989,998,1007,1016,1025,1034,1043,1062,1080,1098,1125,1152,1188,1224,1261,1306,1351,1405,1469,1532,1586,1658,1803,1984,2255
893.8459,0.11030173,3,27,930,939,948,957,966,975,985,994,1003,1012,1021,1030,1039,1057,1075,1093,1120,1148,1184,1220,1256,1302,1347,1402,1465,1528,1583,1655,1800,1982,2254
901.04596,0.11087099,4,27,937,946,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1063,1081,1099,1127,1154,1190,1226,1262,1307,1352,1406,1469,1532,1587,1659,1803,1983,2254
900.2125,0.11036448,5,27,936,946,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1063,1081,1100,1127,1154,1190,1226,1263,1308,1353,1408,1471,1534,1589,1661,1806,1988,2259
901.8809,0.11060647,6,27,938,947,956,965,974,983,992,1001,1010,1019,1028,1037,1047,1065,1083,1101,1128,1155,1191,1227,1264,1309,1354,1408,1471,1535,1589,1661,1806,1987,2258
907.9741,0.10987171,7,27,944,953,963,972,981,990,999,1008,1017,1026,1035,1044,1054,1072,1090,1108,1136,1163,1199,1236,1272,1318,1363,1418,1481,1545,1600,1673,1818,2000,2273
899.278,0.11037821,8,27,936,945,954,963,972,981,990,999,1008,1017,1026,1035,1044,1062,1080,1099,1126,1153,1189,1225,1262,1307,1352,1407,1470,1533,1588,1660,1805,1986,2258
895.3548,0.110302866,9,27,932,941,950,959,968,977,986,995,1004,1013,1022,1031,1040,1059,1077,1095,1122,1149,1185,1222,1258,1303,1349,1403,1467,1530,1584,1657,1802,1983,2255
893.19977,0.11073415,10,27,929,938,947,956,965,974,984,993,1002,1011,1020,1029,1038,1056,1074,1092,1119,1146,1182,1218,1254,1300,1345,1399,1462,1525,1580,1652,1796,1977,2248
894.70245,0.1107207,11,27,931,940,949,958,967,976,985,994,1003,1012,1021,1030,1039,1057,1075,1093,1120,1148,1184,1220,1256,1301,1346,1400,1464,1527,1581,1653,1798,1979,2249
915.6371,0.10915202,0,28,952,961,971,980,989,998,1007,1016,1026,1035,1044,1053,1062,1081,1099,1117,1145,1172,1209,1245,1282,1328,1374,1429,1493,1557,1612,1685,1832,2015,2290
910.16345,0.10898947,1,28,947,956,965,974,984,993,1002,1011,1020,1029,1039,1048,1057,1075,1094,1112,1140,1167,1204,1240,1277,1323,1369,1424,1488,1552,1607,1681,1828,2011,2286
909.3637,0.11090164,2,28,945,954,963,972,981,991,1000,1009,1018,1027,1036,1045,1054,1072,1090,1108,1135,1162,1198,1234,1270,1315,1360,1414,1477,1541,1595,1667,1811,1991,2262
899.07556,0.10965054,3,28,936,945,954,963,972,981,990,999,1009,1018,1027,1036,1045,1063,1081,1100,1127,1154,1191,1227,1264,1309,1355,1410,1474,1537,1592,1665,1811,1993,2267
897.9501,0.10927278,4,28,935,944,953,962,971,980,989,999,1008,1017,1026,1035,1044,1063,1081,1099,1127,1154,1191,1227,1264,1310,1356,1410,1474,1539,1593,1667,1813,1996,2271
906.0184,0.10934077,5,28,943,952,961,970,979,988,997,1007,1016,1025,1034,1043,1052,1071,1089,1107,1135,1162,1199,1235,1272,1318,1363,1418,1482,1546,1601,1674,1821,2004,2278
912.0497,0.1102572,6,28,948,957,966,976,985,994,1003,1012,1021,1030,1039,1048,1057,1075,1093,1112,1139,1166,1202,1239,1275,1320,1366,1420,1483,1547,1601,1674,1819,2000,2273
903.98895,0.10934191,7,28,941,950,959,968,977,986,995,1005,1014,1023,1032,1041,1050,1069,1087,1105,1133,1160,1197,1233,1270,1316,1361,1416,1480,1544,1599,1672,1819,2001,2276
913.36273,0.11013492,8,28,950,959,968,977,986,995,1004,1013,1022,1031,1040,1050,1059,1077,1095,1113,1140,1168,1204,1240,1277,1322,1367,1422,1485,1549,1603,1676,1821,2003,2275
896.60004,0.10877258,9,28,933,943,952,961,970,979,989,998,1007,1016,1025,1035,1044,1062,1080,1099,1126,1154,1191,1228,1264,1310,1356,1411,1476,1540,1595,1669,1816,2000,2276
891.2561,0.10950257,10,28,928,937,946,955,964,973,983,992,1001,1010,1019,1028,1037,1056,1074,1092,1120,1147,1183,1220,1257,1302,1348,1403,1467,1531,1585,1658,1804,1987,2261
905.8685,0.11026943,11,28,942,951,960,969,978,987,997,1006,1015,1024,1033,1042,1051,1069,1087,1105,1133,1160,1196,1232,1269,1314,1359,1414,1477,1541,1595,1668,1813,1994,2266
890.41614,0.109122194,0,29,927,936,945,955,964,973,982,991,1000,1010,1019,1028,1037,1055,1074,1092,1120,1147,1184,1220,1257,1303,1349,1404,1468,1532,1587,1660,1807,1990,2265
895.3802,0.1095009,1,29,932,941,950,959,968,978,987,996,1005,1014,1023,1032,1041,1060,1078,1096,1124,1151,1188,1224,1261,1306,1352,1407,1471,1535,1589,1662,1809,1991,2265
895.7104,0.10985659,2,29,932,941,950,959,969,978,987,996,1005,1014,1023,1032,1041,1060,1078,1096,1123,1151,1187,1223,1260,1305,1351,1405,1469,1533,1588,1660,1806,1988,2261
902.4016,0.11050307,3,29,939,948,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1065,1083,1101,1129,1156,1192,1228,1264,1310,1355,1409,1473,1536,1590,1663,1807,1988,2260
896.1969,0.10960545,4,29,933,942,951,960,969,978,987,997,1006,1015,1024,1033,1042,1060,1079,1097,1124,1152,1188,1225,1261,1307,1352,1407,1471,1535,1590,1663,1809,1991,2265
908.0845,0.11046746,5,29,944,953,962,971,981,990,999,1008,1017,1026,1035,1044,1053,1071,1089,1107,1134,1162,1198,1234,1270,1315,1361,1415,1478,1542,1596,1668,1813,1994,2266
888.8739,0.11043262,6,29,925,934,943,952,961,970,979,988,998,1007,1016,1025,1034,1052,1070,1088,1115,1142,1179,1215,1251,1296,1342,1396,1459,1523,1577,1650,1794,1976,2247
911.4685,0.11003096,7,29,948,957,966,975,984,993,1002,1011,1021,1030,1039,1048,1057,1075,1093,1111,1139,1166,1202,1239,1275,1320,1366,1420,1484,1548,1602,1675,1820,2002,2275
896.9332,0.10951204,8,29,933,943,952,961,970,979,988,997,1007,1016,1025,1034,1043,1061,1080,1098,1125,1153,1189,1226,1262,1308,1354,1408,1472,1536,1591,1664,1810,1993,2267
896.97375,0.109964624,9,29,933,942,952,961,970,979,988,997,1006,1015,1024,1033,1042,1061,1079,1097,1124,1152,1188,1224,1261,1306,1352,1406,1470,1534,1588,1661,1806,1988,2261
903.9077,0.1103109,10,29,940,949,958,967,976,985,995,1004,1013,1022,1031,1040,1049,1067,1085,1103,1131,1158,1194,1230,1267,1312,1357,1412,1475,1538,1593,1665,1810,1992,2264
895.8408,0.11048118,11,29,932,941,950,959,968,977,986,995,1004,1014,1023,1032,1041,1059,1077,1095,1122,1149,1185,1222,1258,1303,1348,1403,1466,1529,1584,1656,1801,1982,2254
867.46655,0.11048917,0,30,904,913,922,931,940,949,958,967,976,985,994,1003,1012,1030,1048,1067,1094,1121,1157,1193,1229,1275,1320,1374,1438,1501,1555,1628,1773,1954,2225
855.341,0.109536335,1,30,892,901,910,919,928,938,947,956,965,974,983,992,1001,1020,1038,1056,1084,1111,1147,1184,1221,1266,1312,1367,1430,1494,1549,1622,1768,1951,2225
869.5728,0.10952365,2,30,906,915,924,933,943,952,961,970,979,988,997,1007,1016,1034,1052,1070,1098,1125,1162,1198,1235,1280,1326,1381,1445,1509,1563,1637,1783,1965,2239
861.50446,0.10867407,3,30,898,908,917,926,935,944,954,963,972,981,990,1000,1009,1027,1046,1064,1092,1119,1156,1193,1230,1276,1322,1377,1441,1506,1561,1634,1782,1966,2242
868.17426,0.10988455,4,30,905,914,923,932,941,950,959,968,977,986,996,1005,1014,1032,1050,1068,1096,1123,1159,1196,1232,1278,1323,1378,1442,1505,1560,1633,1778,1960,2233
860.1625,0.10979517,5,30,897,906,915,924,933,942,951,960,969,979,988,997,1006,1024,1042,1061,1088,1115,1152,1188,1224,1270,1316,1370,1434,1498,1552,1625,1771,1953,2226
860.9977,0.11015,6,30,897,906,915,925,934,943,952,961,970,979,988,997,1006,1024,1043,1061,1088,1115,1152,1188,1224,1270,1315,1369,1433,1496,1551,1624,1769,1950,2223
875.68,0.10940399,7,30,912,921,931,940,949,958,967,976,985,995,1004,1013,1022,1040,1058,1077,1104,1132,1168,1205,1241,1287,1333,1388,1452,1516,1570,1643,1790,1973,2247
868.07056,0.109534696,8,30,905,914,923,932,941,950,959,968,978,987,996,1005,1014,1032,1051,1069,1096,1124,1160,1197,1233,1279,1325,1379,1443,1507,1562,1635,1781,1964,2237
871.44727,0.11021363,9,30,908,917,926,935,944,953,962,971,980,989,998,1008,1017,1035,1053,1071,1098,1125,1162,1198,1234,1280,1325,1380,1443,1507,1561,1634,1779,1960,2232
