#energy[keV]  rel.intensity
14.250000    0.000000E+00
14.350000    0.000000E+00
14.450000    0.000000E+00
14.550000    0.000000E+00
14.650001    0.000000E+00
14.750000    0.000000E+00
14.850000    0.000000E+00
14.950000    0.000000E+00
15.050000    0.000000E+00
15.150001    0.000000E+00
15.250000    0.000000E+00
15.350000    0.000000E+00
15.450000    0.000000E+00
15.550000    0.000000E+00
15.650001    0.000000E+00
15.750000    0.000000E+00
15.850000    0.000000E+00
15.950000    0.000000E+00
16.050001    0.000000E+00
16.150000    0.000000E+00
16.250000    0.000000E+00
16.350000    0.000000E+00
16.450001    0.000000E+00
16.550001    0.000000E+00
16.650000    0.000000E+00
16.750000    0.000000E+00
16.850000    0.000000E+00
16.950001    0.000000E+00
17.050001    0.000000E+00
17.150000    0.000000E+00
17.250000    0.000000E+00
17.350000    0.000000E+00
17.450001    0.000000E+00
17.550001    0.000000E+00
17.650000    0.000000E+00
17.750000    0.000000E+00
17.850000    0.000000E+00
17.950001    0.000000E+00
18.050001    0.000000E+00
18.150000    0.000000E+00
18.250000    0.000000E+00
18.350000    0.000000E+00
18.450001    0.000000E+00
18.550001    0.000000E+00
18.650000    0.000000E+00
18.750000    0.000000E+00
18.850000    0.000000E+00
18.950001    0.000000E+00
19.050001    0.000000E+00
19.150000    0.000000E+00
19.250000    0.000000E+00
19.350000    0.000000E+00
19.450001    0.000000E+00
19.550001    0.000000E+00
19.650000    0.000000E+00
19.750000    0.000000E+00
19.850000    0.000000E+00
19.950001    0.000000E+00
20.050001    0.000000E+00
20.150000    0.000000E+00
20.250000    0.000000E+00
20.350000    0.000000E+00
20.450001    0.000000E+00
20.550001    0.000000E+00
20.650000    0.000000E+00
20.750000    0.000000E+00
20.850000    0.000000E+00
20.950001    0.000000E+00
21.050001    0.000000E+00
21.150000    0.000000E+00
21.250000    0.000000E+00
21.350000    0.000000E+00
21.450001    0.000000E+00
21.550001    0.000000E+00
21.650000    0.000000E+00
21.750000    0.000000E+00
21.850000    0.000000E+00
21.950001    0.000000E+00
22.050001    0.000000E+00
22.150000    0.000000E+00
22.250000    0.000000E+00
22.350000    0.000000E+00
22.450001    0.000000E+00
22.550001    0.000000E+00
22.650000    0.000000E+00
22.750000    0.000000E+00
22.850000    0.000000E+00
22.950001    0.000000E+00
23.050001    0.000000E+00
23.150000    0.000000E+00
23.250000    0.000000E+00
23.350000    0.000000E+00
23.450001    0.000000E+00
23.550001    0.000000E+00
23.650000    0.000000E+00
23.750000    0.000000E+00
23.850000    0.000000E+00
23.950001    0.000000E+00
24.050001    0.000000E+00
24.150000    0.000000E+00
24.250000    0.000000E+00
24.350000    0.000000E+00
24.450001    0.000000E+00
24.550001    0.000000E+00
24.650000    0.000000E+00
24.750000    0.000000E+00
24.850000    0.000000E+00
24.950001    0.000000E+00
25.050001    0.000000E+00
25.150000    0.000000E+00
25.250000    0.000000E+00
25.350000    0.000000E+00
25.450001    0.000000E+00
25.550001    0.000000E+00
25.650000    0.000000E+00
25.750000    0.000000E+00
25.850000    0.000000E+00
25.950001    0.000000E+00
26.050001    0.000000E+00
26.150000    0.000000E+00
26.250000    0.000000E+00
26.350000    0.000000E+00
26.450001    0.000000E+00
26.550001    0.000000E+00
26.650000    0.000000E+00
26.750000    0.000000E+00
26.850000    0.000000E+00
26.950001    0.000000E+00
27.050001    0.000000E+00
27.150000    0.000000E+00
27.250000    0.000000E+00
27.350000    0.000000E+00
27.450001    0.000000E+00
27.550001    0.000000E+00
27.650000    0.000000E+00
27.750000    0.000000E+00
27.850000    0.000000E+00
27.950001    0.000000E+00
28.050001    0.000000E+00
28.150000    0.000000E+00
28.250000    0.000000E+00
28.350000    0.000000E+00
28.450001    0.000000E+00
28.550001    0.000000E+00
28.650000    0.000000E+00
28.750000    0.000000E+00
28.850000    0.000000E+00
28.950001    0.000000E+00
29.050001    0.000000E+00
29.150000    0.000000E+00
29.250000    0.000000E+00
29.350000    0.000000E+00
29.450001    0.000000E+00
29.550001    0.000000E+00
29.650000    0.000000E+00
29.750000    0.000000E+00
29.850000    0.000000E+00
29.950001    0.000000E+00
30.050001    0.000000E+00
30.150000    0.000000E+00
30.250000    0.000000E+00
30.350000    0.000000E+00
30.450001    0.000000E+00
30.550001    0.000000E+00
30.650000    0.000000E+00
30.750000    0.000000E+00
30.850000    0.000000E+00
30.950001    0.000000E+00
31.050001    0.000000E+00
31.150000    0.000000E+00
31.250000    0.000000E+00
31.350000    0.000000E+00
31.450001    0.000000E+00
31.550001    0.000000E+00
31.650000    0.000000E+00
31.750000    0.000000E+00
31.850000    0.000000E+00
31.950001    0.000000E+00
32.049999    0.000000E+00
32.150002    0.000000E+00
32.250000    0.000000E+00
32.350002    0.000000E+00
32.450001    0.000000E+00
32.549999    0.000000E+00
32.650002    0.000000E+00
32.750000    0.000000E+00
32.850002    0.000000E+00
32.950001    0.000000E+00
33.049999    0.000000E+00
33.150002    0.000000E+00
33.250000    0.000000E+00
33.350002    0.000000E+00
33.450001    0.000000E+00
33.549999    0.000000E+00
33.650002    0.000000E+00
33.750000    0.000000E+00
33.850002    0.000000E+00
33.950001    0.000000E+00
34.049999    0.000000E+00
34.150002    0.000000E+00
34.250000    0.000000E+00
34.350002    0.000000E+00
34.450001    0.000000E+00
34.549999    0.000000E+00
34.650002    0.000000E+00
34.750000    0.000000E+00
34.850002    0.000000E+00
34.950001    0.000000E+00
35.049999    0.000000E+00
35.150002    0.000000E+00
35.250000    0.000000E+00
35.350002    0.000000E+00
35.450001    0.000000E+00
35.549999    0.000000E+00
35.650002    0.000000E+00
35.750000    0.000000E+00
35.850002    0.000000E+00
35.950001    0.000000E+00
36.049999    0.000000E+00
36.150002    0.000000E+00
36.250000    0.000000E+00
36.350002    0.000000E+00
36.450001    0.000000E+00
36.549999    0.000000E+00
36.650002    0.000000E+00
36.750000    0.000000E+00
36.850002    0.000000E+00
36.950001    0.000000E+00
37.049999    0.000000E+00
37.150002    0.000000E+00
37.250000    0.000000E+00
37.350002    0.000000E+00
37.450001    0.000000E+00
37.549999    0.000000E+00
37.650002    0.000000E+00
37.750000    0.000000E+00
37.850002    0.000000E+00
37.950001    0.000000E+00
38.049999    0.000000E+00
38.150002    0.000000E+00
38.250000    0.000000E+00
38.350002    0.000000E+00
38.450001    0.000000E+00
38.549999    0.000000E+00
38.650002    0.000000E+00
38.750000    0.000000E+00
38.850002    0.000000E+00
38.950001    0.000000E+00
39.049999    0.000000E+00
39.150002    0.000000E+00
39.250000    0.000000E+00
39.350002    0.000000E+00
39.450001    0.000000E+00
39.549999    0.000000E+00
39.650002    0.000000E+00
39.750000    0.000000E+00
39.850002    0.000000E+00
39.950001    0.000000E+00
40.049999    0.000000E+00
40.150002    0.000000E+00
40.250000    0.000000E+00
40.350002    0.000000E+00
40.450001    0.000000E+00
40.549999    0.000000E+00
40.650002    0.000000E+00
40.750000    0.000000E+00
40.850002    0.000000E+00
40.950001    0.000000E+00
41.049999    0.000000E+00
41.150002    0.000000E+00
41.250000    0.000000E+00
41.350002    0.000000E+00
41.450001    0.000000E+00
41.549999    0.000000E+00
41.650002    0.000000E+00
41.750000    0.000000E+00
41.850002    0.000000E+00
41.950001    0.000000E+00
42.049999    0.000000E+00
42.150002    0.000000E+00
42.250000    0.000000E+00
42.350002    0.000000E+00
42.450001    0.000000E+00
42.549999    0.000000E+00
42.650002    0.000000E+00
42.750000    0.000000E+00
42.850002    0.000000E+00
42.950001    0.000000E+00
43.049999    0.000000E+00
43.150002    0.000000E+00
43.250000    0.000000E+00
43.350002    0.000000E+00
43.450001    0.000000E+00
43.549999    0.000000E+00
43.650002    0.000000E+00
43.750000    0.000000E+00
43.850002    0.000000E+00
43.950001    0.000000E+00
44.049999    0.000000E+00
44.150002    0.000000E+00
44.250000    0.000000E+00
44.350002    0.000000E+00
44.450001    0.000000E+00
44.549999    0.000000E+00
44.650002    0.000000E+00
44.750000    0.000000E+00
44.850002    0.000000E+00
44.950001    0.000000E+00
45.049999    0.000000E+00
45.150002    0.000000E+00
45.250000    0.000000E+00
45.350002    0.000000E+00
45.450001    0.000000E+00
45.549999    0.000000E+00
45.650002    0.000000E+00
45.750000    0.000000E+00
45.850002    0.000000E+00
45.950001    0.000000E+00
46.049999    0.000000E+00
46.150002    0.000000E+00
46.250000    0.000000E+00
46.350002    0.000000E+00
46.450001    0.000000E+00
46.549999    0.000000E+00
46.650002    0.000000E+00
46.750000    0.000000E+00
46.850002    0.000000E+00
46.950001    0.000000E+00
47.049999    0.000000E+00
47.150002    0.000000E+00
47.250000    0.000000E+00
47.350002    0.000000E+00
47.450001    0.000000E+00
47.549999    0.000000E+00
47.650002    0.000000E+00
47.750000    0.000000E+00
47.850002    0.000000E+00
47.950001    0.000000E+00
48.049999    0.000000E+00
48.150002    0.000000E+00
48.250000    0.000000E+00
48.350002    0.000000E+00
48.450001    0.000000E+00
48.549999    0.000000E+00
48.650002    0.000000E+00
48.750000    0.000000E+00
48.850002    0.000000E+00
48.950001    0.000000E+00
49.049999    0.000000E+00
49.150002    0.000000E+00
49.250000    0.000000E+00
49.350002    0.000000E+00
49.450001    0.000000E+00
49.549999    0.000000E+00
49.650002    0.000000E+00
49.750000    0.000000E+00
49.850002    0.000000E+00
49.950001    0.000000E+00
50.049999    0.000000E+00
50.150002    0.000000E+00
50.250000    0.000000E+00
50.350002    0.000000E+00
50.450001    0.000000E+00
50.549999    0.000000E+00
50.650002    0.000000E+00
50.750000    0.000000E+00
50.850002    0.000000E+00
50.950001    0.000000E+00
51.049999    0.000000E+00
51.150002    0.000000E+00
51.250000    0.000000E+00
51.350002    0.000000E+00
51.450001    0.000000E+00
51.549999    0.000000E+00
51.650002    0.000000E+00
51.750000    0.000000E+00
51.850002    0.000000E+00
51.950001    0.000000E+00
52.049999    0.000000E+00
52.150002    0.000000E+00
52.250000    0.000000E+00
52.350002    0.000000E+00
52.450001    0.000000E+00
52.549999    0.000000E+00
52.650002    0.000000E+00
52.750000    0.000000E+00
52.850002    0.000000E+00
52.950001    0.000000E+00
53.049999    0.000000E+00
53.150002    0.000000E+00
53.250000    0.000000E+00
53.350002    0.000000E+00
53.450001    0.000000E+00
53.549999    0.000000E+00
53.650002    0.000000E+00
53.750000    0.000000E+00
53.850002    0.000000E+00
53.950001    0.000000E+00
54.049999    0.000000E+00
54.150002    0.000000E+00
54.250000    0.000000E+00
54.350002    0.000000E+00
54.450001    0.000000E+00
54.549999    0.000000E+00
54.650002    0.000000E+00
54.750000    0.000000E+00
54.850002    0.000000E+00
54.950001    0.000000E+00
55.049999    0.000000E+00
55.150002    0.000000E+00
55.250000    0.000000E+00
55.350002    0.000000E+00
55.450001    0.000000E+00
55.549999    0.000000E+00
55.650002    0.000000E+00
55.750000    0.000000E+00
55.850002    0.000000E+00
55.950001    0.000000E+00
56.049999    0.000000E+00
56.150002    0.000000E+00
56.250000    0.000000E+00
56.350002    0.000000E+00
56.450001    0.000000E+00
56.549999    0.000000E+00
56.650002    0.000000E+00
56.750000    0.000000E+00
56.850002    0.000000E+00
56.950001    0.000000E+00
57.049999    0.000000E+00
57.150002    0.000000E+00
57.250000    0.000000E+00
57.350002    0.000000E+00
57.450001    0.000000E+00
57.549999    0.000000E+00
57.650002    0.000000E+00
57.750000    0.000000E+00
57.850002    0.000000E+00
57.950001    0.000000E+00
58.049999    0.000000E+00
58.150002    0.000000E+00
58.250000    0.000000E+00
58.350002    0.000000E+00
58.450001    0.000000E+00
58.549999    0.000000E+00
58.650002    0.000000E+00
58.750000    0.000000E+00
58.850002    0.000000E+00
58.950001    0.000000E+00
59.049999    0.000000E+00
59.150002    0.000000E+00
59.250000    0.000000E+00
59.350002    0.000000E+00
59.450001    0.000000E+00
59.549999    0.000000E+00
59.650002    0.000000E+00
59.750000    0.000000E+00
59.850002    0.000000E+00
59.950001    0.000000E+00
60.049999    0.000000E+00
60.150002    0.000000E+00
60.250000    0.000000E+00
60.350002    0.000000E+00
60.450001    0.000000E+00
60.549999    0.000000E+00
60.650002    0.000000E+00
60.750000    0.000000E+00
60.850002    0.000000E+00
60.950001    0.000000E+00
61.049999    0.000000E+00
61.150002    0.000000E+00
61.250000    0.000000E+00
61.350002    0.000000E+00
61.450001    0.000000E+00
61.549999    0.000000E+00
61.650002    0.000000E+00
61.750000    0.000000E+00
61.850002    0.000000E+00
61.950001    0.000000E+00
62.049999    0.000000E+00
62.150002    0.000000E+00
62.250000    0.000000E+00
62.350002    0.000000E+00
62.450001    0.000000E+00
62.549999    0.000000E+00
62.650002    0.000000E+00
62.750000    0.000000E+00
62.850002    0.000000E+00
62.950001    0.000000E+00
63.049999    0.000000E+00
63.150002    0.000000E+00
63.250000    0.000000E+00
63.350002    0.000000E+00
63.450001    0.000000E+00
63.549999    0.000000E+00
63.650002    0.000000E+00
63.750000    0.000000E+00
63.850002    0.000000E+00
63.950001    0.000000E+00
64.050003    0.000000E+00
64.150002    0.000000E+00
64.250000    0.000000E+00
64.349998    0.000000E+00
64.450005    0.000000E+00
64.550003    0.000000E+00
64.650002    0.000000E+00
64.750000    0.000000E+00
64.849998    0.000000E+00
64.950005    0.000000E+00
65.050003    0.000000E+00
65.150002    0.000000E+00
65.250000    0.000000E+00
65.349998    0.000000E+00
65.450005    0.000000E+00
65.550003    0.000000E+00
65.650002    0.000000E+00
65.750000    0.000000E+00
65.849998    0.000000E+00
65.950005    0.000000E+00
66.050003    0.000000E+00
66.150002    0.000000E+00
66.250000    0.000000E+00
66.349998    0.000000E+00
66.450005    0.000000E+00
66.550003    0.000000E+00
66.650002    0.000000E+00
66.750000    0.000000E+00
66.849998    0.000000E+00
66.950005    0.000000E+00
67.050003    0.000000E+00
67.150002    0.000000E+00
67.250000    0.000000E+00
67.349998    0.000000E+00
67.450005    0.000000E+00
67.550003    0.000000E+00
67.650002    0.000000E+00
67.750000    0.000000E+00
67.849998    0.000000E+00
67.950005    0.000000E+00
68.050003    0.000000E+00
68.150002    0.000000E+00
68.250000    0.000000E+00
68.349998    0.000000E+00
68.450005    0.000000E+00
68.550003    0.000000E+00
68.650002    0.000000E+00
68.750000    0.000000E+00
68.849998    0.000000E+00
68.950005    0.000000E+00
69.050003    0.000000E+00
69.150002    0.000000E+00
69.250000    0.000000E+00
69.349998    0.000000E+00
69.450005    0.000000E+00
69.550003    0.000000E+00
69.650002    0.000000E+00
69.750000    0.000000E+00
69.849998    0.000000E+00
69.950005    0.000000E+00
70.050003    0.000000E+00
70.150002    0.000000E+00
70.250000    0.000000E+00
70.349998    0.000000E+00
70.450005    0.000000E+00
70.550003    0.000000E+00
70.650002    0.000000E+00
70.750000    0.000000E+00
70.849998    0.000000E+00
70.950005    0.000000E+00
71.050003    0.000000E+00
71.150002    0.000000E+00
71.250000    0.000000E+00
71.349998    0.000000E+00
71.450005    0.000000E+00
71.550003    0.000000E+00
71.650002    0.000000E+00
71.750000    0.000000E+00
71.849998    0.000000E+00
71.950005    0.000000E+00
72.050003    0.000000E+00
72.150002    0.000000E+00
72.250000    0.000000E+00
72.349998    0.000000E+00
72.450005    0.000000E+00
72.550003    0.000000E+00
72.650002    0.000000E+00
72.750000    0.000000E+00
72.849998    0.000000E+00
72.950005    0.000000E+00
73.050003    0.000000E+00
73.150002    0.000000E+00
73.250000    0.000000E+00
73.349998    0.000000E+00
73.450005    0.000000E+00
73.550003    0.000000E+00
73.650002    0.000000E+00
73.750000    0.000000E+00
73.849998    0.000000E+00
73.950005    0.000000E+00
74.050003    0.000000E+00
74.150002    0.000000E+00
74.250000    0.000000E+00
74.349998    0.000000E+00
74.450005    0.000000E+00
74.550003    0.000000E+00
74.650002    0.000000E+00
74.750000    0.000000E+00
74.849998    0.000000E+00
74.950005    0.000000E+00
75.050003    0.000000E+00
75.150002    0.000000E+00
75.250000    0.000000E+00
75.349998    0.000000E+00
75.450005    0.000000E+00
75.550003    0.000000E+00
75.650002    0.000000E+00
75.750000    0.000000E+00
75.849998    0.000000E+00
75.950005    0.000000E+00
76.050003    0.000000E+00
76.150002    0.000000E+00
76.250000    0.000000E+00
76.349998    0.000000E+00
76.450005    0.000000E+00
76.550003    0.000000E+00
76.650002    0.000000E+00
76.750000    0.000000E+00
76.849998    0.000000E+00
76.950005    0.000000E+00
77.050003    0.000000E+00
77.150002    0.000000E+00
77.250000    0.000000E+00
77.349998    0.000000E+00
77.450005    0.000000E+00
77.550003    0.000000E+00
77.650002    0.000000E+00
77.750000    0.000000E+00
77.849998    0.000000E+00
77.950005    0.000000E+00
78.050003    0.000000E+00
78.150002    0.000000E+00
78.250000    0.000000E+00
78.349998    0.000000E+00
78.450005    0.000000E+00
78.550003    0.000000E+00
78.650002    0.000000E+00
78.750000    0.000000E+00
78.849998    0.000000E+00
78.950005    0.000000E+00
79.050003    0.000000E+00
79.150002    0.000000E+00
79.250000    0.000000E+00
79.349998    0.000000E+00
79.450005    0.000000E+00
79.550003    0.000000E+00
79.650002    0.000000E+00
79.750000    0.000000E+00
79.849998    0.000000E+00
79.950005    0.000000E+00
80.050003    0.000000E+00
80.150002    0.000000E+00
80.250000    0.000000E+00
80.349998    0.000000E+00
80.450005    0.000000E+00
80.550003    0.000000E+00
80.650002    0.000000E+00
80.750000    0.000000E+00
80.849998    0.000000E+00
80.950005    0.000000E+00
81.050003    0.000000E+00
81.150002    0.000000E+00
81.250000    0.000000E+00
81.349998    0.000000E+00
81.450005    0.000000E+00
81.550003    0.000000E+00
81.650002    0.000000E+00
81.750000    0.000000E+00
81.849998    0.000000E+00
81.950005    0.000000E+00
82.050003    0.000000E+00
82.150002    0.000000E+00
82.250000    0.000000E+00
82.349998    0.000000E+00
82.450005    0.000000E+00
82.550003    0.000000E+00
82.650002    0.000000E+00
82.750000    0.000000E+00
82.849998    0.000000E+00
82.950005    0.000000E+00
83.050003    0.000000E+00
83.150002    0.000000E+00
83.250000    0.000000E+00
83.349998    0.000000E+00
83.450005    0.000000E+00
83.550003    0.000000E+00
83.650002    0.000000E+00
83.750000    0.000000E+00
83.849998    0.000000E+00
83.950005    0.000000E+00
84.050003    0.000000E+00
84.150002    0.000000E+00
84.250000    0.000000E+00
84.349998    0.000000E+00
84.450005    0.000000E+00
84.550003    0.000000E+00
84.650002    0.000000E+00
84.750000    0.000000E+00
84.849998    0.000000E+00
84.950005    0.000000E+00
85.050003    0.000000E+00
85.150002    0.000000E+00
85.250000    0.000000E+00
85.349998    0.000000E+00
85.450005    0.000000E+00
85.550003    0.000000E+00
85.650002    0.000000E+00
85.750000    0.000000E+00
85.849998    0.000000E+00
85.950005    0.000000E+00
86.050003    0.000000E+00
86.150002    0.000000E+00
86.250000    0.000000E+00
86.349998    0.000000E+00
86.450005    0.000000E+00
86.550003    0.000000E+00
86.650002    0.000000E+00
86.750000    0.000000E+00
86.849998    0.000000E+00
86.950005    0.000000E+00
87.050003    0.000000E+00
87.150002    0.000000E+00
87.250000    0.000000E+00
87.349998    0.000000E+00
87.450005    0.000000E+00
87.550003    0.000000E+00
87.650002    0.000000E+00
87.750000    0.000000E+00
87.849998    0.000000E+00
87.950005    0.000000E+00
88.050003    0.000000E+00
88.150002    0.000000E+00
88.250000    0.000000E+00
88.349998    0.000000E+00
88.450005    0.000000E+00
88.550003    0.000000E+00
88.650002    0.000000E+00
88.750000    0.000000E+00
88.849998    0.000000E+00
88.950005    0.000000E+00
89.050003    0.000000E+00
89.150002    0.000000E+00
89.250000    0.000000E+00
89.349998    0.000000E+00
89.450005    0.000000E+00
89.550003    0.000000E+00
89.650002    0.000000E+00
89.750000    0.000000E+00
89.849998    0.000000E+00
89.950005    0.000000E+00
90.050003    0.000000E+00
90.150002    0.000000E+00
90.250000    0.000000E+00
90.349998    0.000000E+00
90.450005    0.000000E+00
90.550003    0.000000E+00
90.650002    0.000000E+00
90.750000    0.000000E+00
90.849998    0.000000E+00
90.950005    0.000000E+00
91.050003    0.000000E+00
91.150002    0.000000E+00
91.250000    0.000000E+00
91.349998    0.000000E+00
91.450005    0.000000E+00
91.550003    0.000000E+00
91.650002    0.000000E+00
91.750000    0.000000E+00
91.849998    0.000000E+00
91.950005    0.000000E+00
92.050003    0.000000E+00
92.150002    0.000000E+00
92.250000    0.000000E+00
92.349998    0.000000E+00
92.450005    0.000000E+00
92.550003    0.000000E+00
92.650002    0.000000E+00
92.750000    0.000000E+00
92.849998    0.000000E+00
92.950005    0.000000E+00
93.050003    0.000000E+00
93.150002    0.000000E+00
93.250000    0.000000E+00
93.349998    0.000000E+00
93.450005    0.000000E+00
93.550003    0.000000E+00
93.650002    0.000000E+00
93.750000    0.000000E+00
93.849998    0.000000E+00
93.950005    0.000000E+00
94.050003    0.000000E+00
94.150002    0.000000E+00
94.250000    0.000000E+00
94.349998    0.000000E+00
94.450005    0.000000E+00
94.550003    0.000000E+00
94.650002    0.000000E+00
94.750000    0.000000E+00
94.849998    0.000000E+00
94.950005    0.000000E+00
95.050003    0.000000E+00
95.150002    0.000000E+00
95.250000    0.000000E+00
95.349998    0.000000E+00
95.450005    0.000000E+00
95.550003    0.000000E+00
95.650002    0.000000E+00
95.750000    0.000000E+00
95.849998    0.000000E+00
95.950005    0.000000E+00
96.050003    0.000000E+00
96.150002    0.000000E+00
96.250000    0.000000E+00
96.349998    0.000000E+00
96.450005    0.000000E+00
96.550003    0.000000E+00
96.650002    0.000000E+00
96.750000    0.000000E+00
96.849998    0.000000E+00
96.950005    0.000000E+00
97.050003    0.000000E+00
97.150002    0.000000E+00
97.250000    0.000000E+00
97.349998    0.000000E+00
97.450005    0.000000E+00
97.550003    0.000000E+00
97.650002    0.000000E+00
97.750000    0.000000E+00
97.849998    0.000000E+00
97.950005    0.000000E+00
98.050003    0.000000E+00
98.150002    0.000000E+00
98.250000    0.000000E+00
98.349998    0.000000E+00
98.450005    0.000000E+00
98.550003    0.000000E+00
98.650002    0.000000E+00
98.750000    0.000000E+00
98.849998    0.000000E+00
98.950005    0.000000E+00
99.050003    0.000000E+00
99.150002    0.000000E+00
99.250000    0.000000E+00
99.349998    0.000000E+00
99.450005    0.000000E+00
99.550003    0.000000E+00
99.650002    0.000000E+00
99.750000    0.000000E+00
99.849998    0.000000E+00
99.950005    0.000000E+00
100.050003    0.000000E+00
100.150002    0.000000E+00
100.250000    0.000000E+00
100.349998    0.000000E+00
100.450005    0.000000E+00
100.550003    0.000000E+00
100.650002    0.000000E+00
100.750000    0.000000E+00
100.849998    0.000000E+00
100.950005    0.000000E+00
101.050003    0.000000E+00
101.150002    0.000000E+00
101.250000    0.000000E+00
101.349998    0.000000E+00
101.450005    0.000000E+00
101.550003    0.000000E+00
101.650002    0.000000E+00
101.750000    0.000000E+00
101.849998    0.000000E+00
101.950005    0.000000E+00
102.050003    0.000000E+00
102.150002    0.000000E+00
102.250000    0.000000E+00
102.349998    0.000000E+00
102.450005    0.000000E+00
102.550003    0.000000E+00
102.650002    0.000000E+00
102.750000    0.000000E+00
102.849998    0.000000E+00
102.950005    0.000000E+00
103.050003    0.000000E+00
103.150002    0.000000E+00
103.250000    0.000000E+00
103.349998    0.000000E+00
103.450005    0.000000E+00
103.550003    0.000000E+00
103.650002    0.000000E+00
103.750000    0.000000E+00
103.849998    0.000000E+00
103.950005    0.000000E+00
104.050003    0.000000E+00
104.150002    0.000000E+00
104.250000    0.000000E+00
104.349998    0.000000E+00
104.450005    0.000000E+00
104.550003    0.000000E+00
104.650002    0.000000E+00
104.750000    0.000000E+00
104.849998    0.000000E+00
104.950005    0.000000E+00
105.050003    0.000000E+00
105.150002    0.000000E+00
105.250000    0.000000E+00
105.349998    0.000000E+00
105.450005    0.000000E+00
105.550003    0.000000E+00
105.650002    0.000000E+00
105.750000    0.000000E+00
105.849998    0.000000E+00
105.950005    0.000000E+00
106.050003    0.000000E+00
106.150002    0.000000E+00
106.250000    0.000000E+00
106.349998    0.000000E+00
106.450005    0.000000E+00
106.550003    0.000000E+00
106.650002    0.000000E+00
106.750000    0.000000E+00
106.849998    0.000000E+00
106.950005    0.000000E+00
107.050003    0.000000E+00
107.150002    0.000000E+00
107.250000    0.000000E+00
107.349998    0.000000E+00
